"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"JIN","JUMBO INTERACTIVE LIMITED","1972-06-14","Consumer Services",906685745
"JLG","JOHNS LYNG GROUP LIMITED","2017-10-26","Capital Goods",1622110399
"JMS","JUPITER MINES LIMITED.","2018-04-18","Materials",460362893
"JNO","JUNO MINERALS LIMITED","2021-05-14","Materials",12827052
"JPR","JUPITER ENERGY LIMITED","2003-11-12","Energy",36895504
"JRL","JINDALEE RESOURCES LIMITED","2002-07-11","Materials",103569034
"JRV","JERVOIS GLOBAL LIMITED","1980-12-01","Materials",602985679
"JTL","JAYEX TECHNOLOGY LIMITED","2015-12-17","Health Care Equipment & Services",2990742
"JXT","JAXSTA LTD","2010-09-21","Software & Services",11647659
"JYC","JOYCE CORPORATION LTD","1986-12-17","Retailing",103414125
"K2F","K2FLY LIMITED","2008-02-19","Software & Services",30476188
"KAI","KAIROS MINERALS LIMITED","1973-05-30","Materials",43210057
"KAL","KALGOORLIE GOLD MINING LIMITED","2021-11-17","Materials",7779114
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","2007-11-29","Diversified Financials",10607749
"KAR","KAROON ENERGY LTD","2004-06-08","Energy",1282918052
"KAT","KATANA CAPITAL LIMITED","2005-12-23","Not Applic",36889318
"KAU","KAISER REEF LIMITED","2020-02-28","Materials",24088606
"KBC","KEYBRIDGE CAPITAL LIMITED","1999-12-23","Diversified Financials",14685811
"KCC","KINCORA COPPER LIMITED","2021-03-30","Materials",9534152
"KCN","KINGSGATE CONSOLIDATED LIMITED.","1988-04-21","Materials",385097588
"KDY","KADDY LIMITED","2001-04-04","Retailing",9489222
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","2021-06-02","Consumer Services",150215396
"KEY","KEY PETROLEUM LIMITED","2007-04-26","Energy",3935856
"KFM","KINGFISHER MINING LTD","2020-12-11","Materials",21586500
"KGD","KULA GOLD LIMITED","2010-11-16","Materials",7946662
"KGL","KGL RESOURCES LIMITED","2005-03-17","Materials",90917795
"KGN","KOGAN.COM LTD","2016-07-07","Retailing",358597728
"KIL","KILAND LTD","2002-07-08","Materials",126836591
"KIN","KIN MINING NL","2013-10-02","Materials",69202420
"KKC","KKR CREDIT INCOME FUND","2019-11-21","Not Applic",625589021
"KKO","KINETIKO ENERGY LTD","2011-07-21","Energy",81603266
"KLI","KILLI RESOURCES LIMITED","2022-02-10","Class Pend",7280000
"KLL","KALIUM LAKES LIMITED","2016-12-22","Materials",56887942
"KLO","KINGSLAND GLOBAL LTD","2015-12-11","Real Estate","N/A"
"KLR","KAILI RESOURCES LIMITED","1997-03-06","Energy",1916205
"KLS","KELSIAN GROUP LIMITED","2013-10-16","Consumer Services",1304694462
"KMD","KMD BRANDS LIMITED","2009-11-13","Retailing",682893813
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","2003-08-15","Consumer Services",46375330
"KNB","KOONENBERRY GOLD LIMITED","2021-09-28","Materials",7424443
"KNG","KINGSLAND MINERALS LTD","2022-06-14","Materials",5608476
"KNI","KUNIKO LIMITED","2021-08-24","Materials",30881412
"KNM","KNEOMEDIA LIMITED","1987-06-24","Media & Entertainment",21660565
"KNO","KNOSYS LIMITED","2015-09-09","Software & Services",19020205
"KOB","KOBA RESOURCES LIMITED","2022-05-04","Materials",9100000
"KOR","KORAB RESOURCES LIMITED","2005-08-31","Materials",9910350
"KOV","KORVEST LTD","1970-09-17","Capital Goods",91958532
"KP2","KORE POTASH PLC","2017-11-07","Materials",41042125
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","2017-06-21","Commercial & Professional Services",208350000
"KPO","KALINA POWER LIMITED","1971-08-02","Utilities",24243133
"KRM","KINGSROSE MINING LIMITED","2007-12-07","Materials",51171803
"KRR","KING RIVER RESOURCES LIMITED","2007-09-21","Materials",17088774
"KSC","K & S CORPORATION LIMITED","1971-08-25","Transportation",273697966
"KSL","KINA SECURITIES LIMITED","2015-07-30","Banks",220940643
"KSN","KINGSTON RESOURCES LIMITED","1987-03-05","Materials",35330561
"KSS","KLEOS SPACE S.A","2018-08-24","Commercial & Professional Services",32134658
"KTA","KRAKATOA RESOURCES LIMITED","2012-12-28","Materials",16201366
"KTG","K-TIG LIMITED","2012-11-01","Capital Goods",18111126
"KWR","KINGWEST RESOURCES LIMITED","2018-08-24","Materials",9015258
"KYP","KINATICO LTD","2015-09-08","Software & Services",36475519
"KZA","KAZIA THERAPEUTICS LIMITED","1994-09-01","Pharmaceuticals, Biotechnology & Life Sciences",11765446
"KZR","KALAMAZOO RESOURCES LIMITED","2017-01-16","Materials",31996165
"L1M","LIGHTNING MINERALS LTD","2022-11-22","Materials",7753147
"LAM","LARAMIDE RESOURCES LTD","2013-04-30","Energy",103243508
"LAU","LINDSAY AUSTRALIA LIMITED","1994-07-05","Transportation",222539833
"LAW","LAWFINANCE LIMITED","2000-05-12","Diversified Financials",3576589
"LBL","LASERBOND LIMITED","2007-12-17","Capital Goods",89884827
"LBT","LBT INNOVATIONS LIMITED","2006-07-31","Health Care Equipment & Services",18846160
"LBY","LAYBUY GROUP HOLDINGS LIMITED","2020-09-07","Software & Services",13134040
"LCE","LONDON CITY EQUITIES LIMITED","1987-03-06","Diversified Financials",17074710
"LCL","LOS CERROS LIMITED","2007-10-02","Materials",36501401
"LCT","LIVING CELL TECHNOLOGIES LIMITED","2004-09-01","Pharmaceuticals, Biotechnology & Life Sciences",16709728
"LCY","LEGACY IRON ORE LIMITED","2008-07-08","Materials",115322872
"LDR","LODE RESOURCES LTD","2021-07-02","Materials",10578177
"LDX","LUMOS DIAGNOSTICS HOLDINGS LIMITED","2021-07-05","Health Care Equipment & Services",9870960
"LEG","LEGEND MINING LIMITED","1995-08-25","Materials",101940022
"LEL","LITHIUM ENERGY LIMITED","2021-05-19","Materials",69357300
"LER","LEAF RESOURCES LTD","1999-01-05","Materials",38010816
"LEX","LEFROY EXPLORATION LIMITED","1991-09-05","Materials",38965127
"LFG","LIBERTY FINANCIAL GROUP","2020-12-15","Banks",1177968000
"LFS","LATITUDE GROUP HOLDINGS LIMITED","2021-04-20","Diversified Financials",1358776016
"LGI","LGI LIMITED","2022-10-04","Utilities",163343476
"LGL","LYNCH GROUP HOLDINGS LIMITED","2021-04-06","Food, Beverage & Tobacco",188592143
"LGM","LEGACY MINERALS HOLDINGS LIMITED","2021-09-13","Materials",12403958
"LGP","LITTLE GREEN PHARMA LTD","2020-02-20","Pharmaceuticals, Biotechnology & Life Sciences",46965739
"LHM","LAND & HOMES GROUP LIMITED","2004-10-05","Real Estate",6296336
"LIC","LIFESTYLE COMMUNITIES LIMITED","1998-12-15","Real Estate",2006221064
"LIN","LINDIAN RESOURCES LIMITED","2000-03-02","Materials",146664273
"LIO","LION ENERGY LIMITED","1972-02-15","Energy",14487748
"LIS","LI-S ENERGY LIMITED","2021-09-28","Capital Goods",208065075
"LIT","LITHIUM AUSTRALIA LIMITED","2007-10-30","Materials",53732434
"LKE","LAKE RESOURCES N.L.","2001-08-29","Materials",1127235454
"LKO","LAKES BLUE ENERGY NL","1985-12-05","Energy",46654599
"LKY","LOCKSLEY RESOURCES LIMITED","2021-07-08","Materials",3360000
"LLC","LENDLEASE GROUP","1962-06-30","Real Estate",5189663719
"LLI","LOYAL LITHIUM LIMITED","2021-07-06","Materials",16092100
"LLL","LEO LITHIUM LIMITED","2022-06-23","Materials",586823243
"LLO","LION ONE METALS LIMITED","2013-06-07","Materials",182458388
"LM8","LUNNON METALS LIMITED","2021-06-16","Materials",175509455
"LME","LIMEADE INC.","2019-12-20","Software & Services",64310743
"LMG","LATROBE MAGNESIUM LIMITED","1986-12-18","Materials",119989135
"LML","LINCOLN MINERALS LIMITED","2007-03-09","Materials","N/A"
"LNK","LINK ADMINISTRATION HOLDINGS LIMITED","2015-10-27","Software & Services",1713378187
"LNR","LANTHANEIN RESOURCES LTD","2003-04-09","Materials",21594663
"LNU","LINIUS TECHNOLOGIES LIMITED","2011-07-26","Software & Services",11325652
"LOM","LUCAPA DIAMOND COMPANY LIMITED","2006-12-19","Materials",69098874
"LOT","LOTUS RESOURCES LIMITED","2009-02-18","Materials",252172419
"LOV","LOVISA HOLDINGS LIMITED","2014-12-18","Retailing",2472584619
"LPD","LEPIDICO LTD","1994-04-19","Materials",106928797
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","2011-10-11","Utilities",9264126
"LPI","LITHIUM POWER INTERNATIONAL LIMITED","2016-06-24","Materials",267366463
"LPM","LITHIUM PLUS MINERALS LTD.","2022-04-26","Materials",36860000
"LRD","LORD RESOURCES LIMITED","2022-04-07","Materials",7678424
"LRK","LARK DISTILLING CO. LTD","2003-11-12","Food, Beverage & Tobacco",186188709
"LRL","LABYRINTH RESOURCES LIMITED","1971-07-28","Materials",15912302
"LRS","LATIN RESOURCES LIMITED","2010-09-21","Materials",207506538
"LRSNC","LATIN RESOURCES LIMITED","2010-09-21","Materials",207506538
"LRT","LOWELL RESOURCES FUND","2018-03-22","Not Applic",36304543
"LRV","LARVOTTO RESOURCES LIMITED","2021-12-06","Materials",11265399
"LSA","LACHLAN STAR LIMITED","1971-07-28","Materials",17147165
"LSF","L1 LONG SHORT FUND LIMITED","2018-04-24","Not Applic",1645052589
"LSR","LODESTAR MINERALS LIMITED","2007-12-21","Materials",8692187
"LSX","LION SELECTION GROUP LIMITED.","2013-03-13","Not Applic",71894620
"LTR","LIONTOWN RESOURCES LIMITED","2006-12-27","Materials",2855365955
"LV1","LIVE VERDURE LTD","2020-12-14","Food, Beverage & Tobacco",16226992
"LVE","LOVE GROUP GLOBAL LTD","2014-12-05","Software & Services",2067243
"LVH","LIVEHIRE LIMITED","2016-06-10","Software & Services",63989061
"LVT","LIVETILES LIMITED","1999-08-17","Software & Services",31420971
"LYC","LYNAS RARE EARTHS LIMITED","1986-09-11","Materials",7303937577
"LYK","LYKOS METALS LIMITED","2021-10-21","Materials",13608000
"LYL","LYCOPODIUM LIMITED","2004-12-17","Capital Goods",271823146
"LYN","LYCAON RESOURCES LTD","2021-11-17","Materials",10887344
"M24","MAMBA EXPLORATION LIMITED","2021-02-05","Materials",8537667
"M2M","MT MALCOLM MINES NL","2021-09-10","Materials",4751712
"M2R","MIRAMAR RESOURCES LIMITED","2020-10-22","Materials",5654539
"M3M","M3 MINING LIMITED","2021-07-29","Materials",5814163
"M4M","MACRO METALS LIMITED","1987-01-16","Materials",11688467
"M7T","MACH7 TECHNOLOGIES LIMITED","2005-11-30","Health Care Equipment & Services",136309447
"M8S","M8 SUSTAINABLE LIMITED","2019-12-11","Commercial & Professional Services",4389106
"MAD","MADER GROUP LIMITED","2019-10-01","Commercial & Professional Services",730000000
"MAF","MA FINANCIAL GROUP LIMITED","2017-04-10","Diversified Financials",798249311
"MAG","MAGMATIC RESOURCES LIMITED","2017-05-19","Materials",25725273
"MAH","MACMAHON HOLDINGS LIMITED","1983-12-01","Materials",301698015
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","2018-04-30","Diversified Financials",88790662
"MAN","MANDRAKE RESOURCES LIMITED","1987-05-29","Materials",21547497
"MAP","MICROBA LIFE SCIENCES LIMITED","2022-04-05","Health Care Equipment & Services",109743199
"MAQ","MACQUARIE TELECOM GROUP LIMITED","1999-09-27","Telecommunication Services",1298229675
"MAT","MATSA RESOURCES LIMITED","2005-04-20","Materials",15244171
"MAU","MAGNETIC RESOURCES NL","2007-04-05","Materials",190495276
"MAUCA","MAGNETIC RESOURCES NL","2007-04-05","Materials",190495276
"MAY","MELBANA ENERGY LIMITED","1998-03-27","Energy",208952654
"MBH","MAGGIE BEER HOLDINGS LTD","2004-08-27","Food, Beverage & Tobacco",72250184
"MBK","METAL BANK LIMITED","2011-03-02","Materials",9124022
"MBX","MY FOODIE BOX LIMITED","2022-01-07","Food & Staples Retailing",2400471
"MCA","MURRAY COD AUSTRALIA LIMITED","2011-03-30","Food, Beverage & Tobacco",114788008
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","2009-11-16","Energy",42360714
"MCL","MIGHTY CRAFT LIMITED","2019-12-17","Consumer Services",59121813
"MCM","MC MINING LIMITED","1980-04-24","Energy",91466765
"MCP","MCPHERSON'S LIMITED","1962-06-30","Household & Personal Products",100764399
"MCR","MINCOR RESOURCES NL","1997-06-16","Materials",788280037
"MCT","METALICITY LIMITED","2005-12-21","Materials",12222138
"MCX","MARINER CORPORATION LIMITED","1986-06-20","Diversified Financials","N/A"
"MCY","MERCURY NZ LIMITED","2013-05-10","Utilities",7221101482
"MDC","MEDLAB CLINICAL LIMITED","2015-07-14","Pharmaceuticals, Biotechnology & Life Sciences",15984514
"MDI","MIDDLE ISLAND RESOURCES LIMITED","2010-12-16","Materials",5386402
"MDR","MEDADVISOR LIMITED","2011-05-26","Health Care Equipment & Services",130523620
"MDX","MINDAX LIMITED","2004-12-08","Materials","N/A"
"MEA","MCGRATH LIMITED","2015-12-07","Real Estate",64159061
"MEB","MEDIBIO LIMITED","2001-01-29","Health Care Equipment & Services",6641188
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","2017-05-03","Diversified Financials",46236521
"MEG","MEGADO MINERALS LTD","2020-10-27","Materials",6187500
"MEI","METEORIC RESOURCES NL","2004-07-16","Materials",79367463
"MEK","MEEKA METALS LIMITED","1999-12-21","Materials",72597407
"MEL","METGASCO LTD","2004-12-23","Energy",21277695
"MEM","MEMPHASYS LIMITED.","2007-05-14","Pharmaceuticals, Biotechnology & Life Sciences",13433285
"MEU","MARMOTA LIMITED","2007-11-21","Energy",48704826
"MEZ","MERIDIAN ENERGY LIMITED","2013-10-29","Utilities",12389607955
"MFB","MY FOOD BAG GROUP LIMITED","2021-03-05","Retailing",101823760
"MFD","MAYFIELD CHILDCARE LIMITED","2016-11-30","Consumer Services",90131533
"MFF","MFF CAPITAL INVESTMENTS LIMITED","2006-12-19","Not Applic",1334475821
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","2004-07-01","Diversified Financials",1635404046
"MGA","METALSGROVE MINING LTD","2022-07-06","Materials",7642950
"MGF","MAGELLAN GLOBAL FUND.","2020-11-30","Not Applic",2141562367
"MGG","MOGUL GAMES GROUP LTD","2011-10-19","Media & Entertainment",6526882
"MGH","MAAS GROUP HOLDINGS LIMITED","2020-12-04","Capital Goods",864277383
"MGL","MAGONTEC LIMITED","1983-07-07","Materials",23256551
"MGR","MIRVAC GROUP","1999-06-16","Real Estate",8680892477
"MGT","MAGNETITE MINES LIMITED.","2006-04-06","Materials",48536454
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","1987-04-23","Materials",13202691
"MGV","MUSGRAVE MINERALS LIMITED","2011-04-29","Materials",116124590
"MGX","MOUNT GIBSON IRON LIMITED","1976-02-12","Materials",595065473
"MHC","MANHATTAN CORPORATION LIMITED","2008-01-29","Energy",8394533
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","1994-10-31","Consumer Durables & Apparel",6127322
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","2016-07-07","Retailing",425251550
"MHK","METAL HAWK LIMITED.","2020-11-19","Materials",10681340
"MI6","MINERALS 260 LIMITED","2021-10-12","Materials",81400000
"MIH","MNC MEDIA INVESTMENT LTD","2013-09-13","Media & Entertainment","N/A"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","2015-11-19","Commercial & Professional Services",18302021
"MIN","MINERAL RESOURCES LIMITED","2006-07-28","Materials",15186219606
"MIO","MACARTHUR MINERALS LIMITED","2019-12-06","Materials",23191488
"MIR","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic",550374100
"MKG","MAKO GOLD LIMITED","2018-04-16","Materials",18394403
"MKL","MIGHTY KINGDOM LIMITED","2021-04-21","Media & Entertainment",5661818
"MKR","MANUKA RESOURCES LTD.","2020-07-14","Materials",42575243
"MLG","MLG OZ LIMITED","2021-05-04","Materials",57539319
"MLM","METALLICA MINERALS LIMITED","2004-11-23","Materials",26918090
"MLMND","METALLICA MINERALS LIMITED","2004-11-23","Materials",26918090
"MLS","METALS AUSTRALIA LTD","1986-01-23","Materials",27316629
"MLX","METALS X LIMITED","2004-08-26","Materials",272179820
"MM1","MIDAS MINERALS LTD","2021-09-07","Materials",16000986
"MM8","MEDALLION METALS LIMITED.","2021-03-22","Materials",35713165
"MMA","MARONAN METALS LIMITED","2022-04-29","Materials",39750000
"MMC","MITRE MINING CORPORATION LIMITED","2021-09-30","Materials",8892026
"MME","MONEYME LIMITED","2019-12-12","Diversified Financials",74265515
"MMI","METRO MINING LIMITED","2009-12-04","Materials",65457445
"MMM","MARLEY SPOON AG","2018-07-02","Consumer Services",50781853
"MMR","MEC RESOURCES LIMITED","2006-05-29","Energy","N/A"
"MMS","MCMILLAN SHAKESPEARE LIMITED","2004-03-15","Commercial & Professional Services",950627278
"MNB","MINBOS RESOURCES LIMITED","2010-10-18","Materials",70856618
"MND","MONADELPHOUS GROUP LIMITED","1991-03-28","Capital Goods",1297438078
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","2005-10-25","Materials",354170991
"MOB","MOBILICOM LIMITED","2017-05-02","Technology Hardware & Equipment",7987678
"MOH","MOHO RESOURCES LIMITED","2018-11-07","Materials",4568568
"MOM","MOAB MINERALS LIMITED","1987-01-15","Materials",6542671
"MOT","METRICS INCOME OPPORTUNITIES TRUST","2019-04-29","Not Applic",544077427
"MOV","MOVE LOGISTICS GROUP LIMITED","2022-07-01","Transportation",119294757
"MOZ","MOSAIC BRANDS LIMITED","2000-05-11","Retailing",47486629
"MP1","MEGAPORT LIMITED","2015-12-17","Software & Services",1012256736
"MPA","MAD PAWS HOLDINGS LIMITED","2021-03-26","Retailing",51854883
"MPG","MANY PEAKS GOLD LIMITED","2022-03-16","Materials",8508500
"MPL","MEDIBANK PRIVATE LIMITED","2014-11-25","Insurance",8206929655
"MPP","METRO PERFORMANCE GLASS LIMITED","2014-07-30","Capital Goods",33368055
"MPR","MPOWER GROUP LIMITED","1974-01-01","Diversified Financials",5286659
"MPX","MUSTERA PROPERTY GROUP LIMITED","2014-11-28","Real Estate",39664661
"MQG","MACQUARIE GROUP LIMITED","2007-11-05","Diversified Financials",65179304562
"MQR","MARQUEE RESOURCES LIMITED","2017-03-15","Materials",11779470
"MR1","MONTEM RESOURCES LIMITED.","2020-09-15","Materials","N/A"
"MRC","MINERAL COMMODITIES LTD","1981-08-14","Materials",39676174
"MRD","MOUNT RIDLEY MINES LIMITED","2004-09-15","Materials",38924414
"MRG","MURRAY RIVER ORGANICS GROUP LIMITED","2016-12-16","Food, Beverage & Tobacco",10808210
"MRI","MY REWARDS INTERNATIONAL LIMITED","2022-02-11","Commercial & Professional Services",9266227
"MRL","MAYUR RESOURCES LIMITED","2017-09-21","Materials",45439517
"MRM","MMA OFFSHORE LIMITED","1999-06-21","Energy",353390726
"MRQ","MRG METALS LIMITED","2011-06-08","Materials",7883675
"MRR","MINREX RESOURCES LIMITED","2011-11-11","Materials",35800628
"MRZ","MONT ROYAL RESOURCES LIMITED","2019-05-07","Materials",11642054
"MSB","MESOBLAST LIMITED","2004-12-16","Pharmaceuticals, Biotechnology & Life Sciences",685522733
"MSG","MCS SERVICES LIMITED","2012-01-17","Commercial & Professional Services",8350353
"MSI","MULTISTACK INTERNATIONAL LIMITED","1993-02-11","Capital Goods",1908255
"MSL","MSL SOLUTIONS LIMITED.","2017-05-04","Software & Services",107047805
"MSV","MITCHELL SERVICES LIMITED","2011-08-02","Materials",90957486
"MTB","MOUNT BURGESS MINING NL","1985-09-05","Materials",3436684
"MTC","METALSTECH LIMITED","2017-02-24","Materials",79702407
"MTH","MITHRIL RESOURCES LIMITED","2002-11-18","Materials",9789271
"MTL","MANTLE MINERALS LIMITED","2000-07-11","Materials",13364013
"MTM","MT MONGER RESOURCES LIMITED","2021-07-15","Materials",5203738
"MTO","MOTORCYCLE HOLDINGS LIMITED","2016-04-29","Retailing",177254618
"MTR","METAL TIGER PLC","2021-05-27","Materials",60992487
"MTS","METCASH LIMITED","2005-04-08","Food & Staples Retailing",3987686816
"MVF","MONASH IVF GROUP LIMITED","2014-06-26","Health Care Equipment & Services",381842143
"MVL","MARVEL GOLD LIMITED","2016-06-14","Materials",18316854
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","2003-12-15","Pharmaceuticals, Biotechnology & Life Sciences",133773021
"MWY","MIDWAY LIMITED","2016-12-08","Materials",82969411
"MX1","MICRO-X LIMITED","2015-12-22","Health Care Equipment & Services",66806783
"MXC","MGC PHARMACEUTICALS LTD","2006-12-21","Pharmaceuticals, Biotechnology & Life Sciences",37256015
"MXI","MAXIPARTS LIMITED","1994-12-07","Capital Goods",104669774
"MXO","MOTIO LTD","2011-05-09","Media & Entertainment",8627344
"MXR","MAXIMUS RESOURCES LIMITED","2005-10-26","Materials",13712948
"MXT","METRICS MASTER INCOME TRUST","2017-10-09","Not Applic",1713439916
"MYE","METAROCK GROUP LIMITED","2010-05-07","Materials",23578658
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","1986-10-30","Capital Goods",32610922
"MYL","MALLEE RESOURCES LIMITED","2007-12-03","Materials","N/A"
"MYR","MYER HOLDINGS LIMITED","2009-11-02","Retailing",533831230
"MYS","MYSTATE LIMITED","2009-09-10","Banks",428564170
"MYX","MAYNE PHARMA GROUP LIMITED","2007-06-29","Pharmaceuticals, Biotechnology & Life Sciences",339264024
"MZZ","MATADOR MINING LIMITED","2017-03-08","Materials",39401354
"N1H","N1 HOLDINGS LIMITED","2016-03-18","Banks",16730559
"NAB","NATIONAL AUSTRALIA BANK LIMITED","1962-01-31","Banks",96184123136
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","2014-11-12","Not Applic",38956348
"NAE","NEW AGE EXPLORATION LIMITED","1994-02-18","Energy",11487191
"NAG","NAGAMBIE RESOURCES LIMITED","2006-06-23","Materials",36819122
"NAM","NAMOI COTTON LIMITED","1998-04-06","Commercial & Professional Services",95097882
"NAN","NANOSONICS LIMITED","2007-05-17","Health Care Equipment & Services",1341011069
"NBI","NB GLOBAL CORPORATE INCOME TRUST","2018-09-26","Not Applic",625876910
"NC1","NICO RESOURCES LIMITED","2022-01-19","Materials",83265002
"NC6","NANOLLOSE LIMITED","2017-10-18","Pharmaceuticals, Biotechnology & Life Sciences",8635409
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","2013-02-26","Not Applic",56173667
"NCK","NICK SCALI LIMITED","2004-05-26","Retailing",865080000
"NCL","NETCCENTRIC LIMITED","2015-07-06","Media & Entertainment",23206956
"NCM","NEWCREST MINING LIMITED","1987-06-04","Materials",18857256144
"NCR","NUCOAL RESOURCES LIMITED","1996-05-31","Materials",6148899
"NCZ","NEW CENTURY RESOURCES LIMITED","2010-12-08","Materials",113879982
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","2013-12-06","Media & Entertainment",3214666282
"NES","NELSON RESOURCES LIMITED.","2017-12-07","Materials",4120160
"NET","NETLINKZ LIMITED","2011-01-13","Software & Services",64490829
"NEU","NEUREN PHARMACEUTICALS LIMITED","2005-02-03","Pharmaceuticals, Biotechnology & Life Sciences",1005932273
"NEW","NEW ENERGY SOLAR LIMITED","2017-12-04","Utilities",62514657
"NFL","NORFOLK METALS LIMITED","2022-03-22","Materials",4950000
"NGE","NGE CAPITAL LIMITED","2007-12-28","Not Applic",25380000
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","2006-04-28","Diversified Financials",269867353
"NGL","NIGHTINGALE INTELLIGENT SYSTEMS INC","2022-11-18","Capital Goods",16125079
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","2020-10-30","Household & Personal Products",9046755
"NGY","NUENERGY GAS LIMITED","1987-01-15","Energy",35542932
"NHC","NEW HOPE CORPORATION LIMITED","2003-09-16","Energy",5759701349
"NHE","NOBLE HELIUM LIMITED","2022-04-08","Energy",33574029
"NHF","NIB HOLDINGS LIMITED","2007-11-05","Insurance",3716607564
"NIC","NICKEL INDUSTRIES LIMITED","2018-08-20","Materials",2731273497
"NIM","NIMY RESOURCES LIMITED","2021-11-22","Materials",30298703
"NIS","NICKELSEARCH LIMITED","2021-10-18","Materials",17203563
"NKL","NICKELX LIMITED","2021-05-07","Materials",6914822
"NME","NEX METALS EXPLORATION LIMITED","2007-12-06","Materials",5576380
"NML","NAVARRE MINERALS LIMITED","2011-03-31","Materials",56077287
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","2020-11-16","Materials",15034480
"NMT","NEOMETALS LTD","2002-07-10","Materials",461538882
"NNG","NEXION GROUP LTD","2021-02-18","Software & Services",6274873
"NNGN","NEXION GROUP LTD","2021-02-18","Software & Services",6274873
"NNL","NORDIC NICKEL LIMITED","2022-06-01","Materials",22468876
"NOL","NOBLEOAK LIFE LIMITED","2021-07-22","Insurance",147850653
"NOR","NORWOOD SYSTEMS LIMITED","1995-06-27","Software & Services",9631721
"NOU","NOUMI LIMITED","1985-11-07","Food, Beverage & Tobacco",41566398
"NOV","NOVATTI GROUP LIMITED","2016-01-18","Software & Services",71070624
"NOX","NOXOPHARM LIMITED","2016-08-09","Pharmaceuticals, Biotechnology & Life Sciences",42374503
"NPM","NEWPEAK METALS LIMITED","2011-04-11","Materials",9145132
"NPR","NEWMARK PROPERTY REIT","2021-12-06","Real Estate",254307616
"NRX","NORONEX LIMITED","2017-11-15","Materials",7167090
"NRZ","NEURIZER LTD","2005-03-17","Energy",108442943
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","2018-07-27","Pharmaceuticals, Biotechnology & Life Sciences",18651314
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","2004-03-25","Not Applic",96310392
"NSM","NORTH STAWELL MINERALS LTD","2020-09-24","Materials",18019050
"NSR","NATIONAL STORAGE REIT","2013-12-19","Real Estate",2868057131
"NST","NORTHERN STAR RESOURCES LTD","2003-12-17","Materials",12891384508
"NSX","NSX LIMITED","2005-01-13","Diversified Financials",16241139
"NTD","NATIONAL TYRE & WHEEL LIMITED","2017-12-15","Retailing",85281322
"NTI","NEUROTECH INTERNATIONAL LIMITED","2016-11-04","Health Care Equipment & Services",57529999
"NTL","NEW TALISMAN GOLD MINES LIMITED","1987-05-28","Materials",6254451
"NTM","NT MINERALS LIMITED","1993-12-22","Materials","N/A"
"NTO","NITRO SOFTWARE LIMITED","2019-12-11","Software & Services",534244665
"NTU","NORTHERN MINERALS LIMITED","2006-11-15","Materials",213443971
"NUC","NUCHEV LIMITED","2019-12-09","Food, Beverage & Tobacco",10348880
"NUF","NUFARM LIMITED","1988-11-10","Materials",2358217201
"NUH","NUHEARA LIMITED","2010-03-05","Technology Hardware & Equipment",28811018
"NVA","NOVA MINERALS LIMITED","1987-06-11","Materials",137328134
"NVU","NANOVEU LIMITED","2018-11-30","Technology Hardware & Equipment",2246162
"NVX","NOVONIX LIMITED","2015-12-02","Technology Hardware & Equipment",790854844
"NWC","NEW WORLD RESOURCES LIMITED","2005-09-21","Materials",71579419
"NWE","NORWEST ENERGY NL","1997-09-19","Energy",389387152
"NWF","NEWFIELD RESOURCES LIMITED","2012-06-08","Materials",280637869
"NWH","NRW HOLDINGS LIMITED","2007-09-05","Capital Goods",1280201561
"NWL","NETWEALTH GROUP LIMITED","2017-11-20","Diversified Financials",3104658583
"NWM","NORWEST MINERALS LIMITED","2018-11-29","Materials",12438014
"NWS","NEWS CORPORATION..","2013-06-19","Media & Entertainment",15378642791
"NWSLV","NEWS CORPORATION..","2013-06-19","Media & Entertainment",15378642791
"NXD","NEXTED GROUP LIMITED","2009-08-24","Consumer Services",258604992
"NXG","NEXGEN ENERGY (CANADA) LTD","2021-07-02","Energy",2894573767
